#WEBOTS_MOTION,V1.0,HeadPitch,HeadYaw,LAnkleRoll,RAnkleRoll,LAnklePitch,RAnklePitch,LKneePitch,RKneePitch,LElbowRoll,RElbowRoll,LElbowYaw,RElbowYaw,LWristYaw,RWristYaw,LShoulderRoll,RShoulderRoll,LShoulderPitch,RShoulderPitch,LHipRoll,RHipRoll,LHipPitch,RHipPitch,RHipYawPitch,LHipYawPitch,LPhalanx1,LPhalanx2,LPhalanx3,LPhalanx4,LPhalanx5,LPhalanx6,LPhalanx7,LPhalanx8,RPhalanx1,RPhalanx2,RPhalanx3,RPhalanx4,RPhalanx5,RPhalanx6,RPhalanx7,RPhalanx8
00:00:000,Pose1,0.3,0,-0.39,0.39,0.8,0.8,1.4586,1.4586,-1.53,1.53,-1.35,1.35,0.2,-0.2,0.5,-0.5,1.3728,1.3728,0.73,-0.73,-1.76,-1.76,-0.73,-0.73,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:01:400,Pose36,*,*,*,*,*,*,*,*,*,0.4,*,1.5,*,-0.4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:01:440,Pose37,*,*,*,*,*,*,*,*,*,0.1,*,1.35,*,-0.3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:01:480,Pose38,*,*,*,*,*,*,*,*,*,0.4,*,1.5,*,-0.2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:01:520,Pose39,*,*,*,*,*,*,*,*,*,0.7,*,1.65,*,-0.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:01:560,Pose40,*,*,*,*,*,*,*,*,*,1,*,1.8,*,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:01:600,Pose41,*,*,*,*,*,*,*,*,*,1.3,*,1.95,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:01:640,Pose42,*,*,*,*,*,*,*,*,*,1,*,1.8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:01:680,Pose43,*,*,*,*,*,*,*,*,*,0.7,*,1.65,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:01:720,Pose44,*,*,*,*,*,*,*,*,*,0.4,*,1.5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:01:760,Pose45,*,*,*,*,*,*,*,*,*,0.1,*,1.35,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:01:800,Pose46,*,*,*,*,*,*,*,*,*,0.4,*,1.5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:01:840,Pose47,*,*,*,*,*,*,*,*,*,0.7,*,1.65,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:01:880,Pose48,*,*,*,*,*,*,*,*,*,1,*,1.8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:01:920,Pose49,*,*,*,*,*,*,*,*,*,1.3,*,1.95,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:01:960,Pose50,*,*,*,*,*,*,*,*,*,1,*,1.8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:02:000,Pose51,*,*,*,*,*,*,*,*,*,0.7,*,1.65,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:02:040,Pose52,*,*,*,*,*,*,*,*,*,0.4,*,1.5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:02:080,Pose53,*,*,*,*,*,*,*,*,*,0.1,*,1.35,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:02:120,Pose54,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:02:160,Pose55,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:02:200,Pose56,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:02:240,Pose57,*,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:02:280,Pose58,*,0.02,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:02:320,Pose59,*,0.04,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:02:360,Pose60,*,0.06,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:02:400,Pose61,*,0.08,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:02:440,Pose62,*,0.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:02:480,Pose63,*,0.12,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:02:520,Pose64,0.3,0.14,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:02:560,Pose65,0.29,0.16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:02:600,Pose66,0.28,0.18,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:02:640,Pose67,0.27,0.2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:02:680,Pose68,0.26,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:02:720,Pose69,0.25,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:02:760,Pose70,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:02:800,Pose71,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:02:840,Pose72,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:02:880,Pose73,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:02:920,Pose74,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:02:960,Pose75,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:03:000,Pose76,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:03:040,Pose77,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:03:080,Pose78,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:03:120,Pose79,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:03:160,Pose80,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:03:200,Pose81,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:03:240,Pose82,0.26,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:03:280,Pose83,0.27,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:03:320,Pose84,0.28,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:03:360,Pose85,0.29,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:03:400,Pose86,0.3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:03:440,Pose87,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:03:480,Pose88,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:03:520,Pose89,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:03:560,Pose90,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:03:600,Pose91,*,0.18,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:03:640,Pose92,*,0.16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:03:680,Pose93,*,0.14,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:03:720,Pose94,*,0.12,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:03:760,Pose95,*,0.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:03:800,Pose96,*,0.08,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:03:840,Pose97,*,0.06,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:03:880,Pose98,*,0.04,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:03:920,Pose99,*,0.02,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:03:960,Pose100,*,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:04:000,Pose101,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:04:040,Pose102,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.6528,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:04:080,Pose103,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.6328,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:04:120,Pose104,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.6128,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:04:160,Pose105,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.5928,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:04:200,Pose106,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.31,*,0.5728,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:04:240,Pose107,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.301,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:04:280,Pose108,*,*,*,*,*,*,*,*,*,0.06,*,*,*,*,*,0.292,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:04:320,Pose109,*,*,*,*,*,*,*,*,*,0.095,*,*,*,*,*,0.283,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:04:360,Pose110,0.3,*,*,*,*,*,*,*,*,0.13,*,*,*,*,*,0.274,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:04:400,Pose111,0.275,*,*,*,*,*,*,*,*,0.165,*,*,*,*,*,0.265,*,0.5328,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:04:440,Pose112,0.25,*,*,*,*,*,*,*,*,0.2,*,*,*,*,*,0.256,*,0.5728,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:04:480,Pose113,0.225,*,*,*,*,*,*,*,*,0.235,*,*,*,*,*,0.247,*,0.5928,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:04:520,Pose114,0.2,*,*,*,*,*,*,*,*,0.27,*,*,*,*,*,0.238,*,0.6128,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:04:560,Pose115,0.175,*,*,*,*,*,*,*,*,0.305,*,*,*,*,*,0.229,*,0.6328,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:04:600,Pose116,0.15,*,*,*,*,*,*,*,*,0.34,*,*,*,*,*,0.22,*,0.6528,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:04:640,Pose117,0.125,*,*,*,*,*,*,*,*,0.375,*,*,*,*,*,0.211,*,0.6728,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:04:680,Pose118,0.1,*,*,*,*,*,*,*,*,0.41,*,*,*,*,*,0.202,*,0.6928,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:04:720,Pose119,0.075,*,*,*,*,*,*,*,*,0.445,*,*,*,*,*,0.193,*,0.7128,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:04:760,Pose120,0.05,*,*,*,*,*,*,*,*,0.48,*,*,*,*,*,0.184,*,0.7328,*,*,*,*,-1.145,-1.145,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:04:800,Pose121,0.025,*,*,*,*,*,*,*,*,0.515,*,*,*,*,*,0.175,*,0.7528,*,*,*,*,-1.13,-1.13,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:04:840,Pose122,0,*,*,*,*,0.6,*,*,*,0.55,*,*,*,*,*,0.166,*,0.7728,*,*,*,*,-1.105,-1.105,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:04:880,Pose123,-0.025,*,*,*,*,0.62,*,*,*,0.585,*,*,*,*,*,0.157,*,0.7928,*,*,*,*,-1.08,-1.08,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:04:920,Pose124,-0.05,*,*,*,*,0.64,*,*,*,0.62,*,*,*,*,*,0.148,*,0.8128,*,*,*,*,-1.055,-1.055,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:04:960,Pose125,-0.075,*,*,*,*,0.66,*,*,*,0.655,*,*,*,*,*,0.139,*,0.8328,*,*,*,*,-1.03,-1.03,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:05:000,Pose126,-0.1,*,*,*,*,0.68,*,*,*,0.69,*,*,*,*,*,0.13,*,0.8528,*,*,*,*,-1.005,-1.005,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:05:040,Pose127,-0.125,*,*,*,*,0.7,*,*,*,0.725,*,*,*,-0.1,*,0.121,*,0.8728,*,*,*,*,-0.98,-0.98,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:05:080,Pose128,-0.15,*,*,*,*,0.72,*,*,*,0.76,*,*,*,-0.15,*,0.112,*,0.8928,*,*,*,*,-0.955,-0.955,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:05:120,Pose129,-0.175,*,*,*,*,0.74,*,*,*,0.795,*,*,*,-0.2,*,0.103,*,0.9128,*,*,*,*,-0.93,-0.93,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:05:160,Pose130,*,*,*,*,*,0.76,*,*,*,0.83,*,*,*,*,*,0.094,*,0.9328,*,*,*,*,-0.905,-0.905,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:05:200,Pose131,*,*,*,*,*,0.78,*,*,*,0.865,*,*,*,*,*,0.085,*,0.9528,*,*,*,*,-0.88,-0.88,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:05:240,Pose132,*,*,*,*,*,0.8,*,*,*,0.9,*,*,*,*,*,0.076,*,0.9728,*,*,*,*,-0.855,-0.855,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:05:280,Pose133,*,*,*,*,*,*,*,*,*,0.935,*,*,*,*,*,0.067,*,0.9928,*,*,*,*,-0.83,-0.83,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:05:320,Pose134,*,*,*,*,*,*,*,*,*,0.97,*,*,*,*,*,0.058,*,1.0128,*,*,*,*,-0.805,-0.805,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:05:360,Pose135,*,*,*,*,*,*,*,*,*,1.005,*,*,*,*,*,0.049,*,1.0328,*,*,*,*,-0.78,-0.78,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
